ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
  [minicsv/mixed/sat]  symcc-assertions-30.smt2
    z3 is 24× faster (z3=42ms, noodler=1004ms)
  [minicsv/mixed/sat]  symcc-assertions-31.smt2
    cvc5 is 61× faster (cvc5=106ms, ostrich=6506ms)
  [minicsv/mixed/sat]  symcc-assertions-31.smt2
    z3 is 93× faster (ostrich=6506ms, z3=70ms)
  [minicsv/mixed/sat]  symcc-assertions-31.smt2
    noodler is 13× faster (ostrich=6506ms, noodler=504ms)
  [minicsv/mixed/sat]  symcc-assertions-32.smt2
    cvc5 is 190× faster (cvc5=109ms, ostrich=20666ms)
  [minicsv/mixed/sat]  symcc-assertions-32.smt2
    z3 is 318× faster (ostrich=20666ms, z3=65ms)
  [minicsv/mixed/sat]  symcc-assertions-32.smt2
    noodler is 41× faster (ostrich=20666ms, noodler=507ms)
  [minicsv/mixed/sat]  symcc-assertions-33.smt2
    cvc5 is 136× faster (cvc5=125ms, ostrich=17047ms)
  [minicsv/mixed/sat]  symcc-assertions-33.smt2
    z3 is 334× faster (ostrich=17047ms, z3=51ms)
  [minicsv/mixed/sat]  symcc-assertions-33.smt2
    noodler is 34× faster (ostrich=17047ms, noodler=505ms)
  [minicsv/mixed/sat]  symcc-assertions-34.smt2
    cvc5 is 128× faster (cvc5=119ms, ostrich=15264ms)
  [minicsv/mixed/sat]  symcc-assertions-34.smt2
    z3 is 218× faster (ostrich=15264ms, z3=70ms)
  [minicsv/mixed/sat]  symcc-assertions-34.smt2
    noodler is 29× faster (ostrich=15264ms, noodler=535ms)
  [minicsv/mixed/sat]  symcc-assertions-35.smt2
    cvc5 is 137× faster (cvc5=122ms, ostrich=16755ms)
  [minicsv/mixed/sat]  symcc-assertions-35.smt2
    z3 is 258× faster (ostrich=16755ms, z3=65ms)
  [minicsv/mixed/sat]  symcc-assertions-35.smt2
    noodler is 34× faster (ostrich=16755ms, noodler=496ms)
  [minicsv/mixed/sat]  symcc-assertions-36.smt2
    cvc5 is 70× faster (cvc5=132ms, ostrich=9212ms)
  [minicsv/mixed/sat]  symcc-assertions-36.smt2
    z3 is 115× faster (ostrich=9212ms, z3=80ms)
  [minicsv/mixed/sat]  symcc-assertions-36.smt2
    noodler is 17× faster (ostrich=9212ms, noodler=539ms)
  [minicsv/mixed/sat]  symcc-assertions-39.smt2
    cvc5 is 111× faster (cvc5=182ms, ostrich=20248ms)
  [minicsv/mixed/sat]  symcc-assertions-39.smt2
    z3 is 270× faster (ostrich=20248ms, z3=75ms)
  [minicsv/mixed/sat]  symcc-assertions-39.smt2
    noodler is 36× faster (ostrich=20248ms, noodler=570ms)
  [minicsv/mixed/sat]  symcc-assertions-4.smt2
    cvc5 is 60× faster (cvc5=75ms, ostrich=4487ms)
  [minicsv/mixed/sat]  symcc-assertions-4.smt2
    z3 is 345× faster (ostrich=4487ms, z3=13ms)
  [minicsv/mixed/sat]  symcc-assertions-4.smt2
    noodler is 36× faster (ostrich=4487ms, noodler=123ms)
  [minicsv/mixed/sat]  symcc-assertions-41.smt2
    cvc5 is 96× faster (cvc5=137ms, ostrich=13162ms)
  [minicsv/mixed/sat]  symcc-assertions-41.smt2
    z3 is 150× faster (ostrich=13162ms, z3=88ms)
  [minicsv/mixed/sat]  symcc-assertions-41.smt2
    noodler is 22× faster (ostrich=13162ms, noodler=593ms)
  [minicsv/mixed/sat]  symcc-assertions-42.smt2
    cvc5 is 114× faster (cvc5=132ms, ostrich=14982ms)
  [minicsv/mixed/sat]  symcc-assertions-42.smt2
    z3 is 230× faster (ostrich=14982ms, z3=65ms)
  [minicsv/mixed/sat]  symcc-assertions-42.smt2
    noodler is 23× faster (ostrich=14982ms, noodler=655ms)
  [minicsv/mixed/sat]  symcc-assertions-42.smt2
    z3 is 10× faster (z3=65ms, noodler=655ms)
  [minicsv/mixed/sat]  symcc-assertions-43.smt2
    cvc5 is 208× faster (cvc5=137ms, ostrich=28529ms)
  [minicsv/mixed/sat]  symcc-assertions-43.smt2
    z3 is 288× faster (ostrich=28529ms, z3=99ms)
  [minicsv/mixed/sat]  symcc-assertions-43.smt2
    noodler is 46× faster (ostrich=28529ms, noodler=614ms)
  [minicsv/mixed/sat]  symcc-assertions-44.smt2
    cvc5 is 58× faster (cvc5=67ms, ostrich=3854ms)
  [minicsv/mixed/sat]  symcc-assertions-44.smt2
    z3 is 482× faster (ostrich=3854ms, z3=8ms)
  [minicsv/mixed/sat]  symcc-assertions-44.smt2
    noodler is 43× faster (ostrich=3854ms, noodler=89ms)
  [minicsv/mixed/sat]  symcc-assertions-44.smt2
    z3 is 11× faster (z3=8ms, noodler=89ms)
  [minicsv/mixed/sat]  symcc-assertions-45.smt2
    cvc5 is 44× faster (cvc5=68ms, ostrich=2961ms)
  [minicsv/mixed/sat]  symcc-assertions-45.smt2
    z3 is 370× faster (ostrich=2961ms, z3=8ms)
  [minicsv/mixed/sat]  symcc-assertions-45.smt2
    noodler is 32× faster (ostrich=2961ms, noodler=94ms)
  [minicsv/mixed/sat]  symcc-assertions-45.smt2
    z3 is 12× faster (z3=8ms, noodler=94ms)
  [minicsv/mixed/sat]  symcc-assertions-46.smt2
    cvc5 is 53× faster (cvc5=162ms, ostrich=8612ms)
  [minicsv/mixed/sat]  symcc-assertions-46.smt2
    cvc5 is 82× faster (cvc5=162ms, noodler=13210ms)
  [minicsv/mixed/sat]  symcc-assertions-46.smt2
    z3 is 109× faster (ostrich=8612ms, z3=79ms)
  [minicsv/mixed/sat]  symcc-assertions-46.smt2
    z3 is 167× faster (z3=79ms, noodler=13210ms)
  [minicsv/mixed/sat]  symcc-assertions-47.smt2
    cvc5 is 61× faster (cvc5=171ms, ostrich=10404ms)
  [minicsv/mixed/sat]  symcc-assertions-47.smt2
    z3 is 88× faster (ostrich=10404ms, z3=118ms)
  [minicsv/mixed/sat]  symcc-assertions-48.smt2
    cvc5 is 85× faster (cvc5=158ms, ostrich=13454ms)
  [minicsv/mixed/sat]  symcc-assertions-48.smt2
    z3 is 137× faster (ostrich=13454ms, z3=98ms)
  [minicsv/mixed/sat]  symcc-assertions-49.smt2
    cvc5 is 77× faster (cvc5=159ms, ostrich=12309ms)
  [minicsv/mixed/sat]  symcc-assertions-49.smt2
    z3 is 94× faster (ostrich=12309ms, z3=131ms)
  [minicsv/mixed/sat]  symcc-assertions-5.smt2
    cvc5 is 63× faster (cvc5=80ms, ostrich=5058ms)
  [minicsv/mixed/sat]  symcc-assertions-5.smt2
    z3 is 422× faster (ostrich=5058ms, z3=12ms)
  [minicsv/mixed/sat]  symcc-assertions-5.smt2
    noodler is 25× faster (ostrich=5058ms, noodler=199ms)
  [minicsv/mixed/sat]  symcc-assertions-5.smt2
    z3 is 17× faster (z3=12ms, noodler=199ms)
  [minicsv/mixed/sat]  symcc-assertions-6.smt2
    cvc5 is 293× faster (cvc5=76ms, ostrich=22240ms)
  [minicsv/mixed/sat]  symcc-assertions-6.smt2
    z3 is 1171× faster (ostrich=22240ms, z3=19ms)
  [minicsv/mixed/sat]  symcc-assertions-6.smt2
    noodler is 117× faster (ostrich=22240ms, noodler=190ms)
  [minicsv/mixed/sat]  symcc-assertions-6.smt2
    z3 is 10× faster (z3=19ms, noodler=190ms)
  [minicsv/mixed/sat]  symcc-assertions-7.smt2
    cvc5 is 360× faster (cvc5=73ms, ostrich=26280ms)
  [minicsv/mixed/sat]  symcc-assertions-7.smt2
    z3 is 1546× faster (ostrich=26280ms, z3=17ms)
  [minicsv/mixed/sat]  symcc-assertions-7.smt2
    noodler is 111× faster (ostrich=26280ms, noodler=237ms)
  [minicsv/mixed/sat]  symcc-assertions-7.smt2
    z3 is 14× faster (z3=17ms, noodler=237ms)
  [minicsv/mixed/sat]  symcc-assertions-8.smt2
    cvc5 is 333× faster (cvc5=73ms, ostrich=24280ms)
  [minicsv/mixed/sat]  symcc-assertions-8.smt2
    z3 is 1428× faster (ostrich=24280ms, z3=17ms)
  [minicsv/mixed/sat]  symcc-assertions-8.smt2
    noodler is 97× faster (ostrich=24280ms, noodler=251ms)
  [minicsv/mixed/sat]  symcc-assertions-8.smt2
    z3 is 15× faster (z3=17ms, noodler=251ms)
  [minicsv/mixed/sat]  symcc-assertions-9.smt2
    cvc5 is 321× faster (cvc5=75ms, ostrich=24052ms)
  [minicsv/mixed/sat]  symcc-assertions-9.smt2
    z3 is 1336× faster (ostrich=24052ms, z3=18ms)
  [minicsv/mixed/sat]  symcc-assertions-9.smt2
    noodler is 103× faster (ostrich=24052ms, noodler=234ms)
  [minicsv/mixed/sat]  symcc-assertions-9.smt2
    z3 is 13× faster (z3=18ms, noodler=234ms)
  [minicsv/mixed/unsat]  symcc-unsat-0.smt2
    cvc5 is 74× faster (cvc5=69ms, ostrich=5073ms)
  [minicsv/mixed/unsat]  symcc-unsat-0.smt2
    z3 is 507× faster (ostrich=5073ms, z3=10ms)
  [minicsv/mixed/unsat]  symcc-unsat-0.smt2
    noodler is 18× faster (ostrich=5073ms, noodler=279ms)
  [minicsv/mixed/unsat]  symcc-unsat-0.smt2
    z3 is 28× faster (z3=10ms, noodler=279ms)
  [minicsv/mixed/unsat]  symcc-unsat-1.smt2
    cvc5 is 60× faster (cvc5=66ms, ostrich=3946ms)
  [minicsv/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 395× faster (ostrich=3946ms, z3=10ms)
  [minicsv/mixed/unsat]  symcc-unsat-1.smt2
    noodler is 15× faster (ostrich=3946ms, noodler=264ms)
  [minicsv/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 26× faster (z3=10ms, noodler=264ms)
  [minicsv/mixed/unsat]  symcc-unsat-10.smt2
    cvc5 is 81× faster (cvc5=70ms, ostrich=5704ms)
  [minicsv/mixed/unsat]  symcc-unsat-10.smt2
    z3 is 150× faster (ostrich=5704ms, z3=38ms)
  [minicsv/mixed/unsat]  symcc-unsat-10.smt2
    noodler is 24× faster (ostrich=5704ms, noodler=233ms)
  [minicsv/mixed/unsat]  symcc-unsat-11.smt2
    cvc5 is 84× faster (cvc5=74ms, ostrich=6231ms)
  [minicsv/mixed/unsat]  symcc-unsat-11.smt2
    z3 is 160× faster (ostrich=6231ms, z3=39ms)
  [minicsv/mixed/unsat]  symcc-unsat-11.smt2
    noodler is 20× faster (ostrich=6231ms, noodler=314ms)
  [minicsv/mixed/unsat]  symcc-unsat-12.smt2
    cvc5 is 69× faster (cvc5=81ms, ostrich=5558ms)
  [minicsv/mixed/unsat]  symcc-unsat-12.smt2
    z3 is 113× faster (ostrich=5558ms, z3=49ms)
  [minicsv/mixed/unsat]  symcc-unsat-12.smt2
    noodler is 27× faster (ostrich=5558ms, noodler=203ms)
  [minicsv/mixed/unsat]  symcc-unsat-13.smt2
    cvc5 is 74× faster (cvc5=77ms, ostrich=5675ms)
  [minicsv/mixed/unsat]  symcc-unsat-13.smt2
    z3 is 135× faster (ostrich=5675ms, z3=42ms)
  [minicsv/mixed/unsat]  symcc-unsat-13.smt2
    noodler is 29× faster (ostrich=5675ms, noodler=193ms)
  [minicsv/mixed/unsat]  symcc-unsat-14.smt2
    cvc5 is 88× faster (cvc5=75ms, ostrich=6573ms)
  [minicsv/mixed/unsat]  symcc-unsat-14.smt2
    z3 is 160× faster (ostrich=6573ms, z3=41ms)
  [minicsv/mixed/unsat]  symcc-unsat-14.smt2
    noodler is 33× faster (ostrich=6573ms, noodler=201ms)
  [minicsv/mixed/unsat]  symcc-unsat-15.smt2
    cvc5 is 78× faster (cvc5=77ms, ostrich=5988ms)
  [minicsv/mixed/unsat]  symcc-unsat-15.smt2
    z3 is 71× faster (ostrich=5988ms, z3=84ms)
  [minicsv/mixed/unsat]  symcc-unsat-15.smt2
    noodler is 28× faster (ostrich=5988ms, noodler=212ms)
  [minicsv/mixed/unsat]  symcc-unsat-16.smt2
    cvc5 is 77× faster (cvc5=80ms, ostrich=6182ms)
  [minicsv/mixed/unsat]  symcc-unsat-16.smt2
    z3 is 16× faster (ostrich=6182ms, z3=376ms)
  [minicsv/mixed/unsat]  symcc-unsat-16.smt2
    noodler is 23× faster (ostrich=6182ms, noodler=273ms)
  [minicsv/mixed/unsat]  symcc-unsat-17.smt2
    cvc5 is 98× faster (cvc5=78ms, ostrich=7637ms)
  [minicsv/mixed/unsat]  symcc-unsat-17.smt2
    z3 is 53× faster (ostrich=7637ms, z3=143ms)
  [minicsv/mixed/unsat]  symcc-unsat-17.smt2
    noodler is 43× faster (ostrich=7637ms, noodler=178ms)
  [minicsv/mixed/unsat]  symcc-unsat-18.smt2
    cvc5 is 92× faster (cvc5=79ms, ostrich=7299ms)
  [minicsv/mixed/unsat]  symcc-unsat-18.smt2
    z3 is 56× faster (ostrich=7299ms, z3=130ms)
  [minicsv/mixed/unsat]  symcc-unsat-18.smt2
    noodler is 39× faster (ostrich=7299ms, noodler=187ms)
  [minicsv/mixed/unsat]  symcc-unsat-19.smt2
    cvc5 is 95× faster (cvc5=85ms, ostrich=8101ms)
  [minicsv/mixed/unsat]  symcc-unsat-19.smt2
    z3 is 142× faster (ostrich=8101ms, z3=57ms)
  [minicsv/mixed/unsat]  symcc-unsat-19.smt2
    noodler is 39× faster (ostrich=8101ms, noodler=207ms)
  [minicsv/mixed/unsat]  symcc-unsat-2.smt2
    cvc5 is 51× faster (cvc5=69ms, ostrich=3509ms)
  [minicsv/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 292× faster (ostrich=3509ms, z3=12ms)
  [minicsv/mixed/unsat]  symcc-unsat-2.smt2
    noodler is 22× faster (ostrich=3509ms, noodler=161ms)
  [minicsv/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 13× faster (z3=12ms, noodler=161ms)
  [minicsv/mixed/unsat]  symcc-unsat-20.smt2
    cvc5 is 78× faster (cvc5=82ms, ostrich=6414ms)
  [minicsv/mixed/unsat]  symcc-unsat-20.smt2
    z3 is 14× faster (ostrich=6414ms, z3=454ms)
  [minicsv/mixed/unsat]  symcc-unsat-20.smt2
    noodler is 31× faster (ostrich=6414ms, noodler=204ms)
  [minicsv/mixed/unsat]  symcc-unsat-21.smt2
    cvc5 is 72× faster (cvc5=98ms, ostrich=7069ms)
  [minicsv/mixed/unsat]  symcc-unsat-21.smt2
    z3 is 14× faster (ostrich=7069ms, z3=493ms)
  [minicsv/mixed/unsat]  symcc-unsat-21.smt2
    noodler is 17× faster (ostrich=7069ms, noodler=425ms)
  [minicsv/mixed/unsat]  symcc-unsat-22.smt2
    cvc5 is 110× faster (cvc5=87ms, ostrich=9594ms)
  [minicsv/mixed/unsat]  symcc-unsat-22.smt2
    z3 is 39× faster (ostrich=9594ms, z3=243ms)
  [minicsv/mixed/unsat]  symcc-unsat-22.smt2
    noodler is 47× faster (ostrich=9594ms, noodler=205ms)
  [minicsv/mixed/unsat]  symcc-unsat-23.smt2
    cvc5 is 91× faster (cvc5=92ms, ostrich=8414ms)
  [minicsv/mixed/unsat]  symcc-unsat-23.smt2
    z3 is 200× faster (ostrich=8414ms, z3=42ms)
  [minicsv/mixed/unsat]  symcc-unsat-23.smt2
    noodler is 38× faster (ostrich=8414ms, noodler=220ms)
  [minicsv/mixed/unsat]  symcc-unsat-24.smt2
    cvc5 is 88× faster (cvc5=93ms, ostrich=8224ms)
  [minicsv/mixed/unsat]  symcc-unsat-24.smt2
    z3 is 196× faster (ostrich=8224ms, z3=42ms)
  [minicsv/mixed/unsat]  symcc-unsat-24.smt2
    noodler is 42× faster (ostrich=8224ms, noodler=195ms)
  [minicsv/mixed/unsat]  symcc-unsat-25.smt2
    cvc5 is 65× faster (cvc5=91ms, ostrich=5950ms)
  [minicsv/mixed/unsat]  symcc-unsat-25.smt2
    z3 is 145× faster (ostrich=5950ms, z3=41ms)
  [minicsv/mixed/unsat]  symcc-unsat-25.smt2
    noodler is 31× faster (ostrich=5950ms, noodler=195ms)
  [minicsv/mixed/unsat]  symcc-unsat-26.smt2
    cvc5 is 74× faster (cvc5=95ms, ostrich=7062ms)
  [minicsv/mixed/unsat]  symcc-unsat-26.smt2
    cvc5 is 17× faster (cvc5=95ms, noodler=1605ms)
  [minicsv/mixed/unsat]  symcc-unsat-26.smt2
    z3 is 101× faster (ostrich=7062ms, z3=70ms)
  [minicsv/mixed/unsat]  symcc-unsat-26.smt2
    z3 is 23× faster (z3=70ms, noodler=1605ms)
  [minicsv/mixed/unsat]  symcc-unsat-27.smt2
    cvc5 is 72× faster (cvc5=107ms, ostrich=7679ms)
  [minicsv/mixed/unsat]  symcc-unsat-27.smt2
    z3 is 88× faster (ostrich=7679ms, z3=87ms)
  [minicsv/mixed/unsat]  symcc-unsat-27.smt2
    noodler is 14× faster (ostrich=7679ms, noodler=563ms)
  [minicsv/mixed/unsat]  symcc-unsat-28.smt2
    cvc5 is 53× faster (cvc5=105ms, ostrich=5552ms)
  [minicsv/mixed/unsat]  symcc-unsat-28.smt2
    z3 is 79× faster (ostrich=5552ms, z3=70ms)
  [minicsv/mixed/unsat]  symcc-unsat-29.smt2
    cvc5 is 59× faster (cvc5=107ms, ostrich=6298ms)
  [minicsv/mixed/unsat]  symcc-unsat-29.smt2
    z3 is 94× faster (ostrich=6298ms, z3=67ms)
  [minicsv/mixed/unsat]  symcc-unsat-3.smt2
    cvc5 is 58× faster (cvc5=73ms, ostrich=4245ms)
  [minicsv/mixed/unsat]  symcc-unsat-3.smt2
    z3 is 386× faster (ostrich=4245ms, z3=11ms)
  [minicsv/mixed/unsat]  symcc-unsat-3.smt2
    noodler is 23× faster (ostrich=4245ms, noodler=181ms)
  [minicsv/mixed/unsat]  symcc-unsat-3.smt2
    z3 is 16× faster (z3=11ms, noodler=181ms)
  [minicsv/mixed/unsat]  symcc-unsat-30.smt2
    cvc5 is 85× faster (cvc5=106ms, ostrich=9027ms)
  [minicsv/mixed/unsat]  symcc-unsat-30.smt2
    z3 is 146× faster (ostrich=9027ms, z3=62ms)
  [minicsv/mixed/unsat]  symcc-unsat-30.smt2
    noodler is 13× faster (ostrich=9027ms, noodler=681ms)
  [minicsv/mixed/unsat]  symcc-unsat-30.smt2
    z3 is 11× faster (z3=62ms, noodler=681ms)
  [minicsv/mixed/unsat]  symcc-unsat-31.smt2
    cvc5 is 73× faster (cvc5=109ms, ostrich=7937ms)
  [minicsv/mixed/unsat]  symcc-unsat-31.smt2
    cvc5 is 12× faster (cvc5=109ms, noodler=1344ms)
  [minicsv/mixed/unsat]  symcc-unsat-31.smt2
    z3 is 75× faster (ostrich=7937ms, z3=106ms)
  [minicsv/mixed/unsat]  symcc-unsat-31.smt2
    z3 is 13× faster (z3=106ms, noodler=1344ms)
  [minicsv/mixed/unsat]  symcc-unsat-32.smt2
    cvc5 is 67× faster (cvc5=110ms, ostrich=7390ms)
  [minicsv/mixed/unsat]  symcc-unsat-32.smt2
    z3 is 103× faster (ostrich=7390ms, z3=72ms)
  [minicsv/mixed/unsat]  symcc-unsat-32.smt2
    noodler is 12× faster (ostrich=7390ms, noodler=626ms)
  [minicsv/mixed/unsat]  symcc-unsat-33.smt2
    cvc5 is 87× faster (cvc5=110ms, ostrich=9523ms)
  [minicsv/mixed/unsat]  symcc-unsat-33.smt2
    z3 is 79× faster (ostrich=9523ms, z3=120ms)
  [minicsv/mixed/unsat]  symcc-unsat-33.smt2
    noodler is 16× faster (ostrich=9523ms, noodler=608ms)
  [minicsv/mixed/unsat]  symcc-unsat-34.smt2
    cvc5 is 86× faster (cvc5=116ms, ostrich=9954ms)
  [minicsv/mixed/unsat]  symcc-unsat-34.smt2
    z3 is 95× faster (ostrich=9954ms, z3=105ms)
  [minicsv/mixed/unsat]  symcc-unsat-34.smt2
    noodler is 16× faster (ostrich=9954ms, noodler=642ms)
  [minicsv/mixed/unsat]  symcc-unsat-35.smt2
    cvc5 is 85× faster (cvc5=110ms, ostrich=9300ms)
  [minicsv/mixed/unsat]  symcc-unsat-35.smt2
    z3 is 129× faster (ostrich=9300ms, z3=72ms)
  [minicsv/mixed/unsat]  symcc-unsat-35.smt2
    noodler is 14× faster (ostrich=9300ms, noodler=678ms)
  [minicsv/mixed/unsat]  symcc-unsat-36.smt2
    cvc5 is 471× faster (cvc5=115ms, ostrich=54115ms)
  [minicsv/mixed/unsat]  symcc-unsat-36.smt2
    cvc5 is 17× faster (cvc5=115ms, noodler=1982ms)
  [minicsv/mixed/unsat]  symcc-unsat-36.smt2
    z3 is 536× faster (ostrich=54115ms, z3=101ms)
  [minicsv/mixed/unsat]  symcc-unsat-36.smt2
    noodler is 27× faster (ostrich=54115ms, noodler=1982ms)
  [minicsv/mixed/unsat]  symcc-unsat-36.smt2
    z3 is 20× faster (z3=101ms, noodler=1982ms)
  [minicsv/mixed/unsat]  symcc-unsat-37.smt2
    cvc5 is 79× faster (cvc5=121ms, ostrich=9617ms)
  [minicsv/mixed/unsat]  symcc-unsat-37.smt2
    z3 is 81× faster (ostrich=9617ms, z3=119ms)
  [minicsv/mixed/unsat]  symcc-unsat-37.smt2
    noodler is 14× faster (ostrich=9617ms, noodler=704ms)
  [minicsv/mixed/unsat]  symcc-unsat-38.smt2
    cvc5 is 78× faster (cvc5=121ms, ostrich=9435ms)
  [minicsv/mixed/unsat]  symcc-unsat-38.smt2
    z3 is 83× faster (ostrich=9435ms, z3=113ms)
  [minicsv/mixed/unsat]  symcc-unsat-38.smt2
    noodler is 14× faster (ostrich=9435ms, noodler=684ms)
  [minicsv/mixed/unsat]  symcc-unsat-39.smt2
    cvc5 is 103× faster (cvc5=122ms, ostrich=12562ms)
  [minicsv/mixed/unsat]  symcc-unsat-39.smt2
    z3 is 100× faster (ostrich=12562ms, z3=125ms)
  [minicsv/mixed/unsat]  symcc-unsat-39.smt2
    noodler is 20× faster (ostrich=12562ms, noodler=643ms)
  [minicsv/mixed/unsat]  symcc-unsat-4.smt2
    cvc5 is 65× faster (cvc5=75ms, ostrich=4910ms)
  [minicsv/mixed/unsat]  symcc-unsat-4.smt2
    z3 is 409× faster (ostrich=4910ms, z3=12ms)
  [minicsv/mixed/unsat]  symcc-unsat-4.smt2
    noodler is 29× faster (ostrich=4910ms, noodler=172ms)
  [minicsv/mixed/unsat]  symcc-unsat-4.smt2
    z3 is 14× faster (z3=12ms, noodler=172ms)
  [minicsv/mixed/unsat]  symcc-unsat-40.smt2
    cvc5 is 77× faster (cvc5=123ms, ostrich=9439ms)
  [minicsv/mixed/unsat]  symcc-unsat-40.smt2
    z3 is 91× faster (ostrich=9439ms, z3=104ms)
  [minicsv/mixed/unsat]  symcc-unsat-40.smt2
    noodler is 14× faster (ostrich=9439ms, noodler=670ms)
  [minicsv/mixed/unsat]  symcc-unsat-41.smt2
    cvc5 is 68× faster (cvc5=129ms, ostrich=8827ms)
  [minicsv/mixed/unsat]  symcc-unsat-41.smt2
    cvc5 is 13× faster (cvc5=129ms, noodler=1705ms)
  [minicsv/mixed/unsat]  symcc-unsat-41.smt2
    z3 is 38× faster (ostrich=8827ms, z3=231ms)
  [minicsv/mixed/unsat]  symcc-unsat-42.smt2
    cvc5 is 196× faster (cvc5=135ms, ostrich=26471ms)
  [minicsv/mixed/unsat]  symcc-unsat-42.smt2
    z3 is 288× faster (ostrich=26471ms, z3=92ms)
  [minicsv/mixed/unsat]  symcc-unsat-42.smt2
    noodler is 37× faster (ostrich=26471ms, noodler=715ms)
  [minicsv/mixed/unsat]  symcc-unsat-43.smt2
    cvc5 is 129× faster (cvc5=132ms, ostrich=17026ms)
  [minicsv/mixed/unsat]  symcc-unsat-43.smt2
    z3 is 216× faster (ostrich=17026ms, z3=79ms)
  [minicsv/mixed/unsat]  symcc-unsat-43.smt2
    noodler is 23× faster (ostrich=17026ms, noodler=742ms)
  [minicsv/mixed/unsat]  symcc-unsat-44.smt2
    cvc5 is 114× faster (cvc5=131ms, ostrich=14956ms)
  [minicsv/mixed/unsat]  symcc-unsat-44.smt2
    z3 is 192× faster (ostrich=14956ms, z3=78ms)
  [minicsv/mixed/unsat]  symcc-unsat-44.smt2
    noodler is 20× faster (ostrich=14956ms, noodler=756ms)
  [minicsv/mixed/unsat]  symcc-unsat-45.smt2
    cvc5 is 85× faster (cvc5=134ms, ostrich=11364ms)
  [minicsv/mixed/unsat]  symcc-unsat-45.smt2
    z3 is 150× faster (ostrich=11364ms, z3=76ms)
  [minicsv/mixed/unsat]  symcc-unsat-45.smt2
    noodler is 17× faster (ostrich=11364ms, noodler=655ms)
  [minicsv/mixed/unsat]  symcc-unsat-46.smt2
    cvc5 is 70× faster (cvc5=137ms, ostrich=9539ms)
  [minicsv/mixed/unsat]  symcc-unsat-46.smt2
    cvc5 is 2158× faster (cvc5=137ms, noodler=295642ms)
  [minicsv/mixed/unsat]  symcc-unsat-46.smt2
    z3 is 90× faster (ostrich=9539ms, z3=106ms)
  [minicsv/mixed/unsat]  symcc-unsat-46.smt2
    ostrich is 31× faster (ostrich=9539ms, noodler=295642ms)
  [minicsv/mixed/unsat]  symcc-unsat-46.smt2
    z3 is 2789× faster (z3=106ms, noodler=295642ms)
  [minicsv/mixed/unsat]  symcc-unsat-47.smt2
    cvc5 is 47× faster (cvc5=162ms, ostrich=7540ms)
  [minicsv/mixed/unsat]  symcc-unsat-47.smt2
    cvc5 is 101× faster (cvc5=162ms, noodler=16314ms)
  [minicsv/mixed/unsat]  symcc-unsat-47.smt2
    z3 is 53× faster (ostrich=7540ms, z3=141ms)
  [minicsv/mixed/unsat]  symcc-unsat-47.smt2
    z3 is 116× faster (z3=141ms, noodler=16314ms)
  [minicsv/mixed/unsat]  symcc-unsat-48.smt2
    cvc5 is 41× faster (cvc5=183ms, ostrich=7496ms)
  [minicsv/mixed/unsat]  symcc-unsat-48.smt2
    cvc5 is 89× faster (cvc5=183ms, noodler=16368ms)
  [minicsv/mixed/unsat]  symcc-unsat-48.smt2
    z3 is 59× faster (ostrich=7496ms, z3=127ms)
